 	 41
saved 	 2
saw 	 34
say 	 98
saybut 	 1
saying 	 14
says 	 13
saythe 	 1
scandal 	 9
scant 	 1
scarecrow 	 1
scared 	 1
scattered 	 3
scattering 	 1
scene 	 4
scenes 	 1
sceptical 	 1
sceptically 	 2
schemers 	 1
school 	 1
schoolfellow 	 1
science 	 1
scimitar 	 1
scorning 	 1
scoundrel 	 2
scoundrelbut 	 1
scramble 	 1
scrap 	 6
scrawled 	 1
scream 	 1
screen 	 1
screwed 	 1
scribbled 	 3
scruff 	 1
scrutinized 	 2
scrutiny 	 1
sealed 	 2
sealing 	 2
search 	 8
searched 	 3
searching 	 1
seat 	 2
seated 	 3
second 	 13
secondsunlock 	 1
secrecy 	 1
secret 	 6
secretaryyou 	 1
secretly 	 1
secrets 	 1
secure 	 1
secured 	 2
security 	 2
sediment 	 1
see 	 108
seeing 	 5
seek 	 2
seeking 	 2
seem 	 10
seemed 	 39
seems 	 9
seen 	 30
sees 	 2
seeswhat 	 1
seized 	 5
seizing 	 2
seizure 	 3
seldom 	 1
selected 	 1
self 	 2
selfcontrol 	 2
selfish 	 1
selfrespect 	 1
selfsacrificingsuch 	 1
selling 	 1
send 	 5
sending 	 2
senior 	 1
sensation 	 1
sensational 	 1
sense 	 9
senses 	 1
sensible 	 2
sensitive 	 1
sent 	 12
sentence 	 7
sentiment 	 3
separate 	 1
series 	 1
serious 	 7
seriousbecause 	 1
seriously 	 6
servant 	 5
servants 	 11
servantsnot 	 1
served 	 1
service 	 2
services 	 2
set 	 19
sets 	 2
settle 	 1
settled 	 1
settles 	 2
seven 	 10
seventy 	 2
several 	 11
severity 	 1
shade 	 4
shades 	 1
shadow 	 5
shake 	 4
shaken 	 2
shaking 	 6
shall 	 31
shant 	 1
shape 	 3
shaped 	 1
share 	 2
shared 	 1
sharing 	 1
sharksall 	 1
sharksshe 	 1
sharp 	 9
sharpened 	 1
sharply 	 7
shattered 	 1
she 	 322
shed 	 5
sheepdog 	 1
sheet 	 4
shelf 	 1
shell 	 1
shes 	 7
shield 	 2
shielding 	 3
shining 	 2
shivered 	 1
shock 	 7
shockespecially 	 1
shook 	 30
shoot 	 1
shooting 	 1
shop 	 12
short 	 7
shorter 	 1
shortly 	 3
shot 	 7
should 	 85
shouldI 	 1
shoulder 	 8
shoulders 	 10
shouldnt 	 3
shout 	 1
shouting 	 2
show 	 15
showed 	 7
showing 	 1
shown 	 1
shows 	 1
shrank 	 2
shred 	 1
shrewd 	 2
shrewishness 	 1
shrug 	 1
shrugged 	 9
shuddered 	 1
shut 	 6
shuts 	 1
shutter 	 1
shutting 	 1
shy 	 3
sick 	 1
sickly 	 1
side 	 16
sideways 	 2
sieve 	 1
sift 	 1
sigh 	 8
sighed 	 1
sighing 	 1
sight 	 8
sign 	 11
signature 	 4
signed 	 3
significance 	 7
significant 	 2
significantI 	 1
significantly 	 1
signified 	 1
signing 	 1
signs 	 1
sil 	 1
silence 	 16
silent 	 6
silly 	 3
silver 	 1
similar 	 3
similarity 	 1
simple 	 4
simpler 	 1
simplest 	 1
simplicity 	 1
simplifies 	 2
simply 	 8
simulating 	 1
simultaneously 	 2
since 	 22
sincerity 	 1
single 	 2
singlehanded 	 1
singular 	 1
sinister 	 1
sins 	 1
sir 	 91
sirnot 	 1
sirof 	 1
siroh 	 1
sister 	 1
sit 	 2
site 	 4
sits 	 2
sitting 	 8
situated 	 2
situation 	 2
six 	 14
sixth 	 3
sized 	 2
skeins 	 1
skilful 	 1
skill 	 2
skillful 	 1
skipped 	 1
skirt 	 1
slack 	 1
sleep 	 1
sleeper 	 2
sleeperand 	 1
sleeping 	 7
sleeps 	 1
sleeve 	 2
slender 	 2
slept 	 2
slice 	 1
slid 	 1
slight 	 7
slighter 	 1
slightest 	 1
slightly 	 4
slightlyremember 	 1
slim 	 1
slip 	 6
slipped 	 3
slipping 	 1
slips 	 1
slow 	 1
slowly 	 14
slumbering 	 1
small 	 13
smaller 	 2
smallit 	 1
smallness 	 1
smart 	 2
smashed 	 2
smell 	 1
smells 	 1
smile 	 8
smiled 	 22
smiling 	 9
smock 	 1
smoked 	 1
smokingroom 	 2
smoothly 	 1
snapped 	 1
snapshots 	 1
snatch 	 1
sniff 	 1
snipped 	 1
snort 	 2
so 	 176
soaked 	 2
sobered 	 1
social 	 1
societies 	 1
society 	 1
sofa 	 1
soft 	 1
softer 	 1
softly 	 2
soits 	 1
sold 	 6
soldiering 	 1
solely 	 1
solemnly 	 1
solicit 	 2
solicitation 	 1
solicitor 	 2
solicitors 	 1
solicitously 	 2
solid 	 2
solitary 	 2
solution 	 3
solving 	 2
some 	 101
somebody 	 3
somebodys 	 1
someone 	 1
something 	 51
somethingI 	 1
sometime 	 1
sometimes 	 3
somewhat 	 9
somewhere 	 1
son 	 2
sons 	 2
soon 	 15
sooner 	 6
soothing 	 1
soothingly 	 2
sopeculiar 	 1
sorrow 	 2
sorrowfully 	 1
sorry 	 12
sort 	 8
sorts 	 1
sought 	 2
soul 	 1
souls 	 1
sound 	 8
sounded 	 2
soundly 	 1
soundness 	 1
sounds 	 3
sour 	 1
south 	 1
sovereign 	 1
sowe 	 1
space 	 1
spaces 	 2
spacing 	 1
spare 	 1
spared 	 2
spasm 	 1
speak 	 21
speaking 	 12
speaks 	 2
special 	 3
specialist 	 2
specialists 	 1
specially 	 1
species 	 1
specific 	 1
specified 	 2
specimen 	 2
speck 	 2
spectacle 	 3
speech 	 2
spell 	 1
spelt 	 2
spend 	 1
spending 	 2
spends 	 1
spendthrift 	 1
spent 	 3
sphinx 	 1
sphinxlike 	 1
spill 	 3
spills 	 2
spirit 	 2
spirits 	 1
spite 	 7
splash 	 1
splendid 	 1
splinters 	 1
spoil 	 1
spoilt 	 1
spoke 	 17
spoken 	 4
spokesman 	 1
spontaneously 	 1
sportold 	 1
sports 	 2
spot 	 13
spotand 	 1
sprang 	 4
spread 	 6
springing 	 1
sprung 	 1
sputtering 	 1
spy 	 2
square 	 1
squire 	 2
staff 	 1
stage 	 1
staggered 	 1
stain 	 5
staircase 	 2
stairs 	 14
stake 	 1
stalked 	 1
stammer 	 1
stammered 	 1
stamp 	 1
stamped 	 1
stamps 	 6
stand 	 3
standing 	 13
standpoint 	 2
stands 	 2
stared 	 13
staring 	 8
start 	 9
started 	 9
starting 	 1
startled 	 10
starts 	 1
state 	 11
stated 	 3
statement 	 6
statements 	 2
states 	 5
station 	 3
stationing 	 1
status 	 4
stauncher 	 1
stay 	 3
stayed 	 2
staying 	 2
steadily 	 2
steady 	 3
steel 	 1
stentorian 	 1
step 	 3
stepmother 	 6
stepmothers 	 3
stepped 	 10
steps 	 2
stepson 	 5
stern 	 2
sternly 	 1
stiff 	 3
stiffened 	 2
stiffly 	 2
stiffness 	 3
stifle 	 1
still 	 44
stillness 	 1
stimulant 	 1
stimulating 	 1
stir 	 1
stirred 	 1
stirring 	 1
stone 	 3
stony 	 1
stood 	 15
stooping 	 1
stop 	 1
stopped 	 10
stored 	 1
stories 	 3
story 	 13
stout 	 1
stove 	 1
stowed 	 2
straight 	 8
straighten 	 1
straightened 	 4
straightening 	 3
straightforward 	 1
strained 	 1
strange 	 7
strangehein 	 1
strangely 	 1
strangle 	 1
strangled 	 2
strapping 	 1
stray 	 1
strayed 	 1
streak 	 1
street 	 4
strength 	 3
strengthens 	 1
strenuously 	 4
stress 	 1
stretch 	 1
stretched 	 1
stricken 	 1
strictly 	 2
stride 	 1
strike 	 6
strikes 	 1
strings 	 1
strips 	 2
strode 	 3
stroke 	 1
stroll 	 1
strolled 	 5
strolling 	 1
strong 	 5
stronger 	 1
strongly 	 1
stronglybut 	 1
struck 	 11
strychnine 	 65
stuck 	 4
studded 	 1
studied 	 7
study 	 3
studying 	 3
stumbled 	 1
stumblingblock 	 1
stupefied 	 2
stupid 	 1
stupidity 	 1
style 	 1
subdued 	 1
subject 	 15
subjectbut 	 1
submitted 	 1
subscribe 	 1
subsequent 	 2
subsequently 	 3
subside 	 1
subsided 	 1
substance 	 1
substantially 	 1
substitute 	 1
substituted 	 1
subterfuge 	 1
subtle 	 1
subtly 	 1
succeed 	 1
succeeded 	 1
success 	 3
successful 	 1
successfully 	 1
succinctly 	 1
such 	 38
suchlike 	 1
suchlikeI 	 1
sudden 	 9
suddenly 	 28
suddenstupid 	 1
suffered 	 1
suffering 	 3
sufficient 	 1
sufficiently 	 1
sugar 	 5
sugartongs 	 1
suggest 	 1
suggested 	 12
suggestion 	 6
suggestive 	 2
suggestivehis 	 1
suggests 	 1
suicide 	 2
suit 	 2
suitable 	 1
suitcase 	 2
sum 	 1
summed 	 1
summer 	 1
summoned 	 2
summons 	 1
sun 	 2
sunburnt 	 1
sunk 	 1
sunlight 	 2
sunny 	 1
supper 	 8
supple 	 1
supplied 	 1
supply 	 1
support 	 5
supported 	 1
supporting 	 1
suppose 	 27
supposed 	 3
supposing 	 1
supposition 	 3
suppress 	 1
suppressed 	 1
sure 	 43
surehe 	 1
surely 	 8
surface 	 1
surmise 	 2
surmises 	 1
surprise 	 20
surprised 	 12
surprising 	 1
surrounded 	 3
surveying 	 1
survive 	 1
suspect 	 12
suspected 	 9
suspecting 	 3
suspects 	 2
suspicion 	 20
suspicions 	 4
suspicious 	 1
suspiciously 	 2
sustained 	 1
swallowed 	 4
swamp 	 1
swayed 	 1
swaying 	 1
swear 	 3
sweeping 	 1
sweet 	 2
sweetest 	 1
swept 	 8
swiftly 	 3
swing 	 2
switched 	 1
sworn 	 1
swung 	 2
sycamore 	 1
sycamoretree 	 1
symmetry 	 1
sympathetically 	 2
sympathique 	 1
sympathized 	 1
sympathy 	 3
symptoms 	 8
synonymous 	 1
system 	 1
table 	 28
tableaux 	 2
tacit 	 1
tack 	 2
tackle 	 1
tact 	 1
tactfully 	 1
tag 	 1
take 	 58
taken 	 45
takes 	 3
taking 	 15
tale 	 1
talent 	 1
talents 	 1
talk 	 2
talked 	 4
talking 	 4
talks 	 1
tall 	 3
tally 	 1
tamely 	 1
tangible 	 3
tap 	 1
tapped 	 3
task 	 5
tassel 	 1
taste 	 7
tasted 	 1
tasteless 	 1
tasting 	 1
tawny 	 2
tax 	 6
taxed 	 1
taxes 	 1
tea 	 22
teanothing 	 1
tear 	 1
tearing 	 1
tears 	 1
teaspoon 	 1
teaspoonful 	 1
teaspoonfuls 	 1
teatime 	 1
technical 	 1
technicalities 	 1
technically 	 1
tedious 	 1
teeth 	 1
telegramsone 	 1
telegraphic 	 1
tell 	 63
telling 	 9
tells 	 5
tellsalways 	 1
temperature 	 1
temporarily 	 1
temporary 	 1
ten 	 3
tenaciously 	 1
tenderest 	 1
tenderness 	 1
tennis 	 4
tense 	 1
tentatively 	 1
terms 	 22
terrible 	 12
terribly 	 2
terrified 	 1
terror 	 2
test 	 2
testamentary 	 1
tested 	 5
testified 	 3
testify 	 1
testimony 	 1
testing 	 2
tetanic 	 1
tete 	 1
tether 	 1
text 	 1
than 	 45
thank 	 3
thanked 	 1
thankful 	 3
that 	 887
thata 	 1
thatblood 	 1
thatbut 	 1
thatenfin 	 1
thatles 	 1
thatnot 	 1
thatpardon 	 1
thats 	 12
thatyet 	 1
thawed 	 1
the 	 2559
theatre 	 1
theatrical 	 1
their 	 30
them 	 92
thema 	 1
themand 	 1
themas 	 1
themat 	 1
themnames 	 1
themselves 	 3
then 	 87
thenhe 	 1
theories 	 2
theory 	 4
theorylet 	 1
there 	 156
therea 	 1
thereand 	 1
therefore 	 9
therein 	 1
therejust 	 1
theres 	 15
thermometer 	 1
these 	 30
theshe 	 1
they 	 82
theyll 	 2
theyre 	 2
theyve 	 2
thick 	 4
thin 	 2
thing 	 44
thingScotland 	 1
things 	 21
thingsnow 	 1
think 	 101
thinkI 	 1
thinkPoirot 	 1
thinking 	 7
thinkrum 	 1
thinks 	 3
thinksin 	 1
thinksurely 	 1
thinkyes 	 1
third 	 4
thirdly 	 1
thirty 	 1
this 	 196
thoroughly 	 1
those 	 22
though 	 44
thought 	 63
thoughtBut 	 1
thoughtful 	 2
thoughtfully 	 16
thoughts 	 8
thousand 	 1
thousands 	 1
thread 	 1
threatened 	 2
threatening 	 1
threatens 	 1
three 	 11
threequarters 	 1
threshold 	 1
throat 	 2
throb 	 1
thronged 	 1
through 	 52
throughout 	 1
throw 	 3
throwing 	 1
thrown 	 3
thrusts 	 1
thumb 	 2
thump 	 1
thunderstorm 	 1
thus 	 2
ticket 	 1
tide 	 1
tie 	 4
till 	 2
tilted 	 1
tilting 	 1
time 	 95
times 	 10
timesthings 	 1
timethere 	 1
tinge 	 1
tiny 	 6
tip 	 1
tired 	 2
tiresome 	 1
tis 	 1
to 	 1389
toand 	 1
today 	 11
todayinside 	 1
together 	 30
togetherthe 	 1
toilet 	 1
told 	 50
tomfoolery 	 1
tomorrow 	 5
tone 	 7
tones 	 1
tongue 	 6
tonic 	 6
tonight 	 4
tonnerres 	 1
too 	 60
took 	 57
tooth 	 1
top 	 15
topic 	 1
topics 	 1
tore 	 1
torn 	 3
tossed 	 3
toto 	 1
touch 	 1
touched 	 1
touching 	 1
tough 	 1
towards 	 8
towering 	 1
town 	 1
toxicologists 	 1
toxicology 	 2
trace 	 3
traces 	 1
track 	 1
tracts 	 1
trademark 	 9
trademarkcopyright 	 1
trades 	 1
tragedy 	 19
tragic 	 2
train 	 3
trains 	 1
transactions 	 1
transcribe 	 1
transcription 	 1
transferred 	 1
transformed 	 1
transparent 	 2
travelled 	 1
tray 	 10
trayand 	 1
treacherous 	 1
treat 	 2
treated 	 1
treating 	 1
treatment 	 1
tree 	 1
trees 	 2
trembled 	 1
tremendous 	 2
tremendously 	 1
tremor 	 1
trial 	 8
trick 	 3
tried 	 16
trimmed 	 2
triple 	 1
triumph 	 3
triumphantly 	 1
triumphs 	 2
trooped 	 2
trooping 	 1
trouble 	 10
troubles 	 1
true 	 17
truest 	 1
truly 	 3
trumped 	 2
trust 	 8
trusting 	 1
truth 	 14
truthfully 	 1
truthlook 	 1
truthtired 	 1
try 	 4
trying 	 12
tube 	 1
tubes 	 1
tumult 	 1
tune 	 1
turmoil 	 1
turn 	 11
turned 	 46
turning 	 9
turns 	 1
tweed 	 1
twelve 	 2
twenty 	 3
twentyfour 	 1
twentythree 	 1
twice 	 5
twiddling 	 1
twilight 	 1
twinge 	 1
twinkling 	 1
twirling 	 1
twist 	 1
twisted 	 3
twisting 	 2
two 	 79
twocorrectly 	 1
type 	 5
types 	 1
typical 	 2
ultimate 	 1
ultimately 	 1
un 	 1
unable 	 7
unaccountable 	 2
unaccustomed 	 1
unaffected 	 1
unalterably 	 1
unanimously 	 1
unauthorized 	 1
unavenged 	 1
unavoidable 	 1
unaware 	 3
unawares 	 1
unbarred 	 1
unbolted 	 3
unbolting 	 1
unceasingly 	 1
uncertain 	 1
unchanged 	 2
uncomfortably 	 1
uncommon 	 1
unconcern 	 1
unconsciously 	 1
unconsciousness 	 1
uncontrollable 	 1
unconvinced 	 1
unctuous 	 1
under 	 29
underclothes 	 1
underclothing 	 3
undergardener 	 1
understand 	 26
understanding 	 1
understandwas 	 1
understood 	 5
underwent 	 2
undiscovered 	 2
undisturbed 	 4
undoing 	 1
undone 	 1
undoubtedly 	 1
une 	 2
unenforceability 	 1
unexpected 	 3
unexpectedly 	 3
unexpectedlyshe 	 1
unfailing 	 1
unfair 	 3
unfavourable 	 1
unfeignedly 	 1
unfinished 	 1
unfolded 	 1
unfortunate 	 2
unfortunately 	 2
unfrequented 	 1
uniform 	 2
unimaginative 	 1
unimpeachable 	 1
unimportant 	 5
universal 	 1
unkind 	 1
unkindness 	 1
unknown 	 3
unless 	 11
unlesshe 	 1
unlike 	 2
unlikely 	 3
unlink 	 1
unlocked 	 5
unlocking 	 1
unmerciful 	 1
unmistakable 	 1
unnatural 	 1
unnecessary 	 2
unobservant 	 1
unobserved 	 1
unparalleled 	 1
unpleasant 	 2
unpleasantly 	 1
unproved 	 1
unpunished 	 1
unravelled 	 1
unravelling 	 1
unreal 	 1
unreality 	 1
unsatisfactory 	 2
unscrupulous 	 3
unshaken 	 1
unsolicited 	 1
unsteadily 	 1
unsteady 	 1
unsuspected 	 1
untamed 	 2
untasted 	 1
unthinkable 	 1
until 	 33
untrodden 	 1
untrue 	 3
untruthful 	 1
untruthfully 	 1
unturned 	 1
unusual 	 5
unusually 	 9
unwary 	 1
unworthy 	 1
up 	 169
upheld 	 1
uphold 	 1
upon 	 32
upright 	 1
upset 	 8
upside 	 1
upstairs 	 8
upturned 	 1
urged 	 2
urging 	 1
us 	 99
use 	 13
used 	 16
useful 	 3
useless 	 1
uselessly 	 1
user 	 3
uses 	 3
ushered 	 2
using 	 4
usthat 	 1
usual 	 5
usualbut 	 1
usually 	 7
usualor 	 1
utmost 	 2
utter 	 2
uttered 	 2
uttering 	 2
utterly 	 10
vagaries 	 1
vague 	 5
vain 	 5
vainly 	 2
valid 	 1
validity 	 1
valuable 	 3
value 	 1
vanished 	 2
varied 	 1
variety 	 1
various 	 6
vary 	 1
varying 	 1
vase 	 4
vases 	 2
vegetables 	 1
vehemence 	 3
vehement 	 2
veiled 	 1
veils 	 1
vent 	 2
venture 	 1
verdict 	 3
verifying 	 2
versed 	 1
verses 	 2
version 	 1
very 	 171
vexed 	 3
vicinity 	 1
victims 	 1
view 	 6
viewed 	 2
viewing 	 1
views 	 5
vigorously 	 1
vigour 	 1
village 	 35
villain 	 2
vindicated 	 1
violates 	 1
violence 	 3
violent 	 11
violently 	 6
virgin 	 1
virus 	 1
visible 	 1
visibly 	 1
vision 	 1
visit 	 7
visiting 	 1
vital 	 1
vivid 	 2
voice 	 51
voiced 	 1
voices 	 6
void 	 2
voila 	 2
volubility 	 1
voluminous 	 1
volunteer 	 1
volunteered 	 1
volunteers 	 6
vouch 	 2
vous 	 2
wagged 	 1
wait 	 6
waited 	 5
waiting 	 8
waits 	 1
wake 	 2
walk 	 8
walked 	 17
walking 	 6
walks 	 3
wall 	 2
wallbut 	 1
wandered 	 1
wandering 	 1
waned 	 1
want 	 35
wanted 	 10
wants 	 4
war 	 9
wardrobe 	 8
wards 	 2
warm 	 3
warmed 	 1
warmly 	 3
warmth 	 1
warn 	 2
warned 	 3
warning 	 2
warnings 	 1
warrant 	 2
warranties 	 1
wartime 	 1
was 	 919
wasa 	 2
wash 	 2
washstand 	 2
wasnt 	 13
waste 	 3
wasted 	 2
wastepaper 	 1
wastepaperbasket 	 1
watch 	 6
watched 	 7
watchful 	 2
watchfulness 	 1
watching 	 5
watchingalways 	 1
water 	 1
wave 	 2
waved 	 3
wavered 	 1
waves 	 3
way 	 71
ways 	 4
we 	 169
weak 	 2
weakminded 	 1
weapon 	 1
wearily 	 1
wearing 	 3
wears 	 4
weary 	 1
weather 	 3
weathers 	 1
web 	 3
wed 	 1
weedy 	 1
week 	 5
weeks 	 2
weighed 	 1
weighing 	 1
weight 	 1
welcome 	 4
well 	 46
wellbalanced 	 2
wellbut 	 1
wellknown 	 5
went 	 73
wept 	 1
were 	 162
werent 	 1
weve 	 7
what 	 171
whatabout 	 1
whatever 	 2
whats 	 3
whatsoever 	 2
when 	 85
whenever 	 1
where 	 48
whereas 	 4
whereupon 	 1
wherever 	 1
whether 	 15
which 	 119
while 	 4
whilst 	 10
whip 	 1
whipping 	 1
whirl 	 1
whirled 	 1
whisper 	 3
whisperI 	 1
whispered 	 5
whispering 	 1
whispers 	 1
whistle 	 1
white 	 9
whitehaired 	 2
whiteness 	 1
whither 	 1
who 	 121
whoever 	 1
whole 	 28
wholl 	 1
wholly 	 1
whom 	 13
whose 	 7
why 	 29
wicked 	 4
wide 	 2
wider 	 1
widest 	 2
widower 	 2
wife 	 33
wifeall 	 1
wifeand 	 1
wifes 	 4
wifeshe 	 1
wifewho 	 1
wig 	 1
wild 	 6
wildly 	 3
wildsuch 	 1
will 	 223
willMrs 	 1
willa 	 1
willing 	 2
willingly 	 1
wills 	 4
wilted 	 1
wind 	 3
winding 	 1
window 	 37
windows 	 3
wing 	 13
wings 	 3
winked 	 1
winks 	 1
winter 	 2
wiped 	 1
wire 	 5
wisdom 	 1
wise 	 5
wisely 	 2
wish 	 15
wished 	 8
wishes 	 1
wistful 	 1
wit 	 1
with 	 360
withdrew 	 3
within 	 7
without 	 18
withsome 	 1
witness 	 9
witnessbox 	 1
witnessed 	 1
witnesses 	 10
witnessesall 	 1
witnessing 	 2
wits 	 4
wizard 	 1
woke 	 2
woken 	 1
woman 	 30
womans 	 6
womanto 	 1
women 	 5
won 	 1
wonder 	 10
wondered 	 7
wonderful 	 3
wonderfully 	 2
wondering 	 3
wont 	 13
wooden 	 3
woods 	 6
wool 	 1
word 	 21
wordoccurred 	 1
words 	 36
wordsand 	 1
wore 	 4
work 	 54
worked 	 3
working 	 8
works 	 35
world 	 9
worlds 	 2
worldwide 	 1
worn 	 1
worried 	 2
worry 	 1
worrying 	 1
worse 	 4
worst 	 2
worth 	 4
worthy 	 1
would 	 180
wouldnt 	 5
wound 	 1
wounded 	 1
wrenched 	 1
wretched 	 2
wringing 	 2
wrists 	 1
write 	 6
writer 	 1
writes 	 3
writing 	 8
writingtable 	 2
written 	 17
wrong 	 15
wronging 	 1
wrote 	 6
wwwgutenbergorg 	 3
y 	 1
yarn 	 1
yawned 	 3
year 	 6
years 	 17
yes 	 29
yesJohn 	 1
yesterday 	 18
yet 	 25
yetit 	 1
yetno 	 1
yield 	 1
you 	 783
youd 	 5
youfrom 	 1
youll 	 4
young 	 30
younger 	 4
your 	 111
youre 	 9
yours 	 8
yourself 	 18
yourselfhave 	 1
yourselves 	 1
youth 	 2
youthat 	 1
youthough 	 1
youve 	 6
youwhile 	 1
youyou 	 1
zeal 	 1
